10000
    1     2     3
 2502     4     3
 2503     8     8
 2504     9     8
 2505     3     4
 2506     5     6
 2507     7     6
 2508     7     6
 2509     2     2
 2510     4     5
 2511     2     1
 2512     3     2
 2513     5     4
 2514    10    10
 2515     4     3
 2516     9     8
 2517     8     9
 2518     2     2
 2519    10     9
 2520     5     4
 2521     3     4
 2522     5     6
 2523     6     6
 2524     5     6
 2525    11    10
 2526     8     7
 2527     4     4
 2528     9     8
 2529     8     9
 2530     2     3
 2531     2     2
 2532     4     4
 2533     6     6
 2534     8     9
 2535     3     4
 2536     3     4
 2537     8     7
 2538     1     1
 2539     1     1
 2540     1     2
 2541     9    10
 2542    10    10
 2543     3     2
 2544     3     2
 2545     6     7
 2546     2     1
 2547     4     3
 2548     8     9
 2549     3     4
 2550     7     7
 2551     2     1
 2552     9    10
 2553     2     3
 2554     5     5
 2555     8     7
 2556     1     2
 2557     9     8
 2558     1     2
 2559     4     3
 2560     6     6
 2561     9    10
 2562     1     1
 2563     6     5
 2564     6     5
 2565     2     1
 2566     3     4
 2567     6     6
 2568     6     7
 2569    10     9
 2570     4     5
 2571     2     3
 2572     7     7
 2573     4     4
 2574     8     7
 2575     3     4
 2576     7     7
 2577     2     3
 2578     1     1
 2579     6     5
 2580     3     3
 2581     2     3
 2582     5     4
 2583     7     6
 2584     5     6
 2585     2     1
 2586     3     2
 2587     9     8
 2588     1     1
 2589     5     6
 2590     2     2
 2591     1     2
 2592     1     1
 2593    10    10
 2594     9     8
 2595     6     7
 2596     8     7
 2597     2     3
 2598     8     8
 2599     4     3
 2600     5     5
 2601     8     9
 2602     2     3
 2603     3     4
 2604     6     6
 2605     9     9
 2606     7     6
 2607     3     3
 2608     7     6
 2609     1     1
 2610     5     4
 2611    10    10
 2612     2     1
 2613     5     5
 2614     5     6
 2615     1     1
 2616     3     3
 2617     4     5
 2618     1     1
 2619     4     4
 2620     2     1
 2621     2     3
 2622     1     1
 2623     8     8
 2624     4     4
 2625     2     3
 2626     7     7
 2627     2     2
 2628     3     4
 2629     9     9
 2630     5     6
 2631     8     7
 2632     8     9
 2633     4     3
 2634     3     4
 2635     7     7
 2636    10     9
 2637     5     6
 2638     6     6
 2639     9     8
 2640     6     5
 2641     4     4
 2642     2     1
 2643     3     2
 2644     5     6
 2645     5     4
 2646     1     1
 2647     8     8
 2648     5     5
 2649     5     4
 2650     5     5
 2651     8     9
 2652     9    10
 2653     3     3
 2654     9     8
 2655     7     7
 2656     3     3
 2657    11    10
 2658     6     7
 2659     6     5
 2660     3     4
 2661     4     4
 2662     4     5
 2663     1     1
 2664     7     8
 2665    10    10
 2666     9     9
 2667     6     7
 2668     7     7
 2669     8     8
 2670     2     2
 2671     9    10
 2672     5     5
 2673     7     7
 2674     8     7
 2675     7     7
 2676    10     9
 2677     2     1
 2678     5     5
 2679     4     5
 2680     1     2
 2681     7     8
 2682     4     3
 2683     2     2
 2684    10    10
 2685     5     5
 2686     6     7
 2687     5     6
 2688     2     3
 2689     9     9
 2690     8     8
 2691     2     1
 2692     3     3
 2693     9    10
 2694     1     1
 2695     5     4
 2696     9    10
 2697     1     2
 2698     2     2
 2699     2     3
 2700     1     1
 2701     1     1
 2702    10    10
 2703     8     9
 2704     1     1
 2705     4     5
 2706     9    10
 2707     1     2
 2708     9     8
 2709     4     5
 2710     9    10
 2711     9     9
 2712     2     3
 2713    10    10
 2714    10    10
 2715     3     4
 2716     6     5
 2717     9     8
 2718     4     3
 2719     3     4
 2720     4     5
 2721     3     4
 2722     9     9
 2723     2     1
 2724     4     5
 2725    11    10
 2726     8     9
 2727     5     6
 2728     9    10
 2729     4     5
 2730     5     6
 2731     3     2
 2732    10    10
 2733     6     6
 2734     6     5
 2735     8     8
 2736     1     1
 2737     2     2
 2738     8     8
 2739     3     4
 2740     9     8
 2741     9     9
 2742     7     8
 2743     3     4
 2744     8     7
 2745     8     9
 2746     6     5
 2747     9    10
 2748    10    10
 2749    10    10
 2750     2     3
 2751     9     9
 2752     5     6
 2753     9     9
 2754     1     1
 2755     8     8
 2756    10     9
 2757     8     9
 2758    11    10
 2759     4     4
 2760     8     7
 2761    10    10
 2762     4     4
 2763     7     6
 2764     7     7
 2765     4     4
 2766    11    10
 2767     7     6
 2768     3     2
 2769     8     9
 2770     6     5
 2771     5     4
 2772     9     8
 2773     3     4
 2774     8     9
 2775     8     8
 2776     3     4
 2777     7     6
 2778    11    10
 2779     5     5
 2780     2     3
 2781     2     2
 2782     8     7
 2783     3     2
 2784     5     5
 2785     9     8
 2786     1     2
 2787    11    10
 2788     3     3
 2789     9     8
 2790     2     1
 2791     9    10
 2792     9     8
 2793     8     8
 2794     2     1
 2795     1     2
 2796     1     2
 2797     3     3
 2798     3     2
 2799     2     2
 2800     1     1
 2801     4     5
 2802     7     7
 2803     4     3
 2804     8     8
 2805     9     8
 2806     3     4
 2807     8     8
 2808     6     7
 2809     7     6
 2810     3     2
 2811     7     7
 2812    10    10
 2813     2     3
 2814     7     6
 2815    11    10
 2816    10    10
 2817     4     3
 2818     8     7
 2819     3     2
 2820    11    10
 2821     3     2
 2822     4     4
 2823     4     4
 2824     2     3
 2825    10    10
 2826     9    10
 2827     2     3
 2828     7     8
 2829     4     4
 2830    11    10
 2831    10     9
 2832     7     6
 2833     9    10
 2834    11    10
 2835     1     1
 2836     3     3
 2837     4     3
 2838     5     4
 2839     4     3
 2840     2     1
 2841    10     9
 2842     8     8
 2843     3     3
 2844     9    10
 2845    10     9
 2846     7     7
 2847     5     6
 2848     5     6
 2849     8     8
 2850     1     1
 2851    10     9
 2852     1     1
 2853     6     7
 2854     5     6
 2855     8     8
 2856     1     1
 2857     8     7
 2858     9     9
 2859     2     3
 2860     4     4
 2861     7     8
 2862     3     4
 2863     7     7
 2864     3     2
 2865     7     7
 2866    10     9
 2867    10     9
 2868     4     4
 2869    10    10
 2870    10     9
 2871     7     8
 2872     8     7
 2873     4     4
 2874    11    10
 2875     6     6
 2876     6     6
 2877     5     5
 2878     6     6
 2879     8     7
 2880     7     6
 2881     2     3
 2882     2     3
 2883     8     9
 2884     6     6
 2885     5     4
 2886     6     6
 2887     9     9
 2888     6     5
 2889     4     5
 2890     5     4
 2891     1     1
 2892     4     5
 2893     7     8
 2894     4     3
 2895     2     3
 2896     6     5
 2897    11    10
 2898     6     6
 2899     3     2
 2900     7     6
 2901     7     7
 2902     9     8
 2903     3     4
 2904     2     3
 2905     4     4
 2906     4     5
 2907     6     6
 2908     4     5
 2909     9     8
 2910     5     6
 2911     9     9
 2912     5     6
 2913     1     1
 2914     9     9
 2915     6     7
 2916     5     6
 2917     7     6
 2918     1     2
 2919     5     4
 2920     1     2
 2921     3     3
 2922    11    10
 2923     9     8
 2924     9     8
 2925     6     7
 2926     2     2
 2927     1     2
 2928     4     5
 2929    10     9
 2930     5     6
 2931     4     4
 2932     7     8
 2933     4     3
 2934    10    10
 2935     5     6
 2936     9    10
 2937     4     3
 2938     6     6
 2939     2     2
 2940     2     2
 2941    10     9
 2942     9     9
 2943     1     1
 2944     7     7
 2945     3     4
 2946    11    10
 2947     7     6
 2948    11    10
 2949     6     5
 2950     3     3
 2951     5     4
 2952     4     5
 2953    11    10
 2954     2     3
 2955    11    10
 2956     5     5
 2957    10     9
 2958     6     5
 2959     5     4
 2960     1     2
 2961     2     2
 2962     8     8
 2963     5     6
 2964     6     6
 2965     3     4
 2966     3     4
 2967     5     6
 2968     1     1
 2969     8     8
 2970    11    10
 2971     1     1
 2972     4     4
 2973     2     1
 2974     6     5
 2975    10    10
 2976    10    10
 2977    10     9
 2978     6     5
 2979     1     1
 2980     6     6
 2981     2     2
 2982     7     6
 2983     8     8
 2984     6     6
 2985     9     8
 2986     7     6
 2987     5     4
 2988     5     4
 2989     3     3
 2990     6     5
 2991     7     8
 2992     7     6
 2993     3     4
 2994     3     4
 2995     4     4
 2996     2     1
 2997     9     8
 2998     6     6
 2999     3     4
 3000     6     6
 3001     9    10
 3002     5     4
 3003     5     6
 3004     2     1
 3005     8     8
 3006    10    10
 3007     4     3
 3008     7     8
 3009     3     3
 3010     5     5
 3011     7     7
 3012     2     3
 3013     9     8
 3014     8     8
 3015     1     1
 3016     1     2
 3017     4     4
 3018     8     7
 3019     5     6
 3020     5     4
 3021     2     2
 3022     2     3
 3023     2     3
 3024     1     1
 3025     7     6
 3026     2     1
 3027     4     4
 3028     9     8
 3029     1     2
 3030    10     9
 3031     3     2
 3032     4     4
 3033     4     4
 3034     3     2
 3035     8     8
 3036     8     9
 3037     2     3
 3038     7     6
 3039     8     7
 3040     8     8
 3041     9     8
 3042     2     3
 3043     4     4
 3044     9     9
 3045     9     8
 3046     4     4
 3047     1     1
 3048     9     8
 3049     3     2
 3050     4     4
 3051    11    10
 3052    10     9
 3053     1     2
 3054     2     2
 3055     5     4
 3056     3     2
 3057     6     7
 3058     3     4
 3059     9     8
 3060     1     1
 3061     3     3
 3062     5     6
 3063     2     1
 3064     8     7
 3065     3     2
 3066     8     7
 3067     4     3
 3068     1     2
 3069     6     7
 3070     7     7
 3071     9     8
 3072     3     2
 3073     4     5
 3074     1     1
 3075     8     7
 3076    10    10
 3077     4     5
 3078     3     4
 3079     3     2
 3080     9     8
 3081     6     6
 3082     5     6
 3083     9    10
 3084     8     9
 3085     5     6
 3086     4     5
 3087     8     8
 3088     4     4
 3089     9     8
 3090     4     5
 3091     2     3
 3092     1     1
 3093     7     6
 3094     9     8
 3095     5     5
 3096     2     1
 3097     4     5
 3098    10    10
 3099    10    10
 3100     4     5
 3101     9    10
 3102     6     5
 3103     1     1
 3104     6     7
 3105     7     7
 3106     9    10
 3107     5     5
 3108     7     6
 3109     1     1
 3110     2     3
 3111     2     1
 3112     2     1
 3113     7     6
 3114     9     8
 3115     9     8
 3116     2     3
 3117     4     5
 3118    10    10
 3119     1     1
 3120     8     7
 3121     6     7
 3122     6     5
 3123     7     6
 3124     2     3
 3125    10    10
 3126     3     2
 3127     4     5
 3128     9    10
 3129     3     2
 3130     8     9
 3131     7     6
 3132     9    10
 3133     4     5
 3134     7     6
 3135     7     7
 3136     6     6
 3137     6     5
 3138     4     5
 3139     9     8
 3140    10     9
 3141     6     7
 3142     1     2
 3143     7     6
 3144     5     6
 3145     2     2
 3146    10     9
 3147     8     8
 3148     6     6
 3149     1     1
 3150     8     8
 3151     7     6
 3152     8     8
 3153     5     5
 3154     2     1
 3155     9     8
 3156     9    10
 3157     6     7
 3158     3     2
 3159     6     6
 3160     8     8
 3161     9     9
 3162     9     9
 3163     8     9
 3164     9     8
 3165     6     6
 3166     4     5
 3167     2     2
 3168     9     8
 3169     1     2
 3170     3     4
 3171     1     1
 3172     8     9
 3173     6     6
 3174     8     8
 3175     4     3
 3176     9     8
 3177     5     6
 3178     3     2
 3179     2     1
 3180     9    10
 3181     4     5
 3182     7     8
 3183     5     6
 3184     3     4
 3185     9     9
 3186     5     6
 3187     5     6
 3188     6     7
 3189     4     4
 3190    10     9
 3191     3     2
 3192     1     1
 3193     8     8
 3194     2     1
 3195     1     2
 3196     7     6
 3197     6     7
 3198     2     2
 3199     8     9
 3200     8     7
 3201     2     2
 3202     3     4
 3203    10     9
 3204     2     2
 3205     9    10
 3206     2     3
 3207     8     8
 3208     4     4
 3209     3     4
 3210     1     1
 3211     6     6
 3212     5     4
 3213     6     5
 3214     7     6
 3215    10     9
 3216     3     2
 3217     6     5
 3218     3     3
 3219     9     9
 3220     5     4
 3221     9     8
 3222     2     2
 3223     3     4
 3224     6     5
 3225     5     4
 3226     3     4
 3227     1     2
 3228     9    10
 3229    10    10
 3230     7     6
 3231    10     9
 3232     7     6
 3233     2     1
 3234    11    10
 3235     1     1
 3236     9    10
 3237     4     4
 3238     6     6
 3239     5     5
 3240     7     8
 3241     5     4
 3242     8     7
 3243     6     7
 3244     6     7
 3245     5     5
 3246     8     7
 3247     3     2
 3248     8     8
 3249     3     3
 3250     3     4
 3251     3     3
 3252     9    10
 3253     3     2
 3254     1     1
 3255     8     7
 3256    10    10
 3257     6     7
 3258     8     9
 3259     4     4
 3260     1     1
 3261     9     8
 3262     7     6
 3263     1     2
 3264     3     4
 3265     8     8
 3266     7     7
 3267     6     7
 3268     3     4
 3269     1     1
 3270     9    10
 3271     8     7
 3272     3     3
 3273     2     1
 3274     1     1
 3275     4     5
 3276    10    10
 3277     5     5
 3278     4     4
 3279     3     2
 3280     8     7
 3281     7     7
 3282    11    10
 3283    11    10
 3284    10    10
 3285     2     3
 3286     6     7
 3287     1     2
 3288     8     9
 3289     2     3
 3290    10    10
 3291     6     7
 3292     4     4
 3293     4     4
 3294     9     8
 3295     6     5
 3296     2     3
 3297     6     7
 3298    10    10
 3299     3     2
 3300     7     6
 3301     8     8
 3302     8     9
 3303     8     8
 3304    11    10
 3305     6     5
 3306     5     4
 3307     2     1
 3308     3     3
 3309     2     3
 3310    11    10
 3311     4     4
 3312     2     2
 3313     9     9
 3314     1     2
 3315     2     1
 3316     5     6
 3317     6     5
 3318     6     7
 3319     6     6
 3320     3     2
 3321     8     9
 3322     6     6
 3323     8     9
 3324     4     4
 3325     8     7
 3326     2     3
 3327     5     5
 3328     5     5
 3329     6     7
 3330     2     3
 3331     2     1
 3332     1     1
 3333     8     8
 3334     4     4
 3335     4     3
 3336     5     5
 3337     8     9
 3338     2     3
 3339     2     2
 3340     4     5
 3341     8     8
 3342     9     8
 3343     9     9
 3344     4     4
 3345     4     3
 3346     3     3
 3347     9    10
 3348     1     1
 3349     6     6
 3350    10    10
 3351     2     3
 3352     3     2
 3353     7     7
 3354     3     4
 3355     1     1
 3356     9     8
 3357     9    10
 3358     5     4
 3359     6     5
 3360     9    10
 3361     8     8
 3362     8     7
 3363     8     8
 3364     5     6
 3365     6     5
 3366     4     4
 3367     6     6
 3368     4     5
 3369     4     4
 3370     7     6
 3371     3     2
 3372     2     1
 3373     4     4
 3374    10    10
 3375     8     9
 3376     7     6
 3377    10    10
 3378     4     5
 3379     7     6
 3380     6     6
 3381     3     3
 3382    11    10
 3383     6     7
 3384     1     2
 3385     8     9
 3386     1     1
 3387     8     8
 3388     3     2
 3389     4     4
 3390     5     5
 3391     5     6
 3392     7     8
 3393     5     6
 3394     9     9
 3395     4     3
 3396     9     9
 3397     2     2
 3398     5     4
 3399    11    10
 3400    10     9
 3401     5     4
 3402     9    10
 3403     3     2
 3404     4     5
 3405     8     9
 3406     2     3
 3407     3     4
 3408     8     8
 3409     9     8
 3410     6     7
 3411     3     3
 3412     1     2
 3413     7     8
 3414     4     4
 3415     8     8
 3416     3     2
 3417     9     9
 3418     4     3
 3419     5     4
 3420     2     3
 3421     8     9
 3422     4     5
 3423     9    10
 3424     1     1
 3425     7     6
 3426     2     1
 3427     4     3
 3428     2     1
 3429     9    10
 3430     4     5
 3431     2     3
 3432     1     2
 3433     9     8
 3434     7     8
 3435     7     7
 3436     5     4
 3437     7     6
 3438     9     8
 3439     3     4
 3440     7     7
 3441     6     7
 3442     6     6
 3443     1     1
 3444     8     8
 3445    10    10
 3446     2     1
 3447     4     3
 3448    10     9
 3449     8     9
 3450     6     5
 3451     4     4
 3452     2     2
 3453     4     3
 3454    10    10
 3455     6     6
 3456     4     4
 3457     6     5
 3458     9    10
 3459     4     4
 3460     7     7
 3461     9     9
 3462     5     6
 3463     9     9
 3464     7     7
 3465     6     7
 3466     3     4
 3467    11    10
 3468     8     7
 3469     8     8
 3470    10     9
 3471     6     6
 3472     6     6
 3473     7     8
 3474     5     4
 3475     6     7
 3476     5     6
 3477     3     3
 3478     8     9
 3479     4     4
 3480    11    10
 3481     8     8
 3482     6     6
 3483    10     9
 3484     4     3
 3485     6     7
 3486     4     4
 3487     4     3
 3488     8     7
 3489     5     4
 3490     2     3
 3491     7     6
 3492     4     4
 3493     3     4
 3494     2     3
 3495     3     2
 3496    11    10
 3497     2     1
 3498     2     1
 3499     2     3
 3500     4     5
 3501     7     8
 3502     9     9
 3503     7     6
 3504     1     1
 3505     3     3
 3506     6     5
 3507     9     8
 3508     2     1
 3509     9     9
 3510     1     2
 3511    10    10
 3512     1     1
 3513     2     2
 3514    10    10
 3515     4     4
 3516     2     3
 3517     2     3
 3518     5     5
 3519     3     2
 3520     5     6
 3521     3     2
 3522     1     1
 3523     5     6
 3524     2     2
 3525     3     4
 3526     3     4
 3527     6     7
 3528     2     2
 3529     3     3
 3530     2     2
 3531     6     7
 3532     2     1
 3533     6     5
 3534     1     1
 3535     1     1
 3536     5     5
 3537     5     6
 3538     5     5
 3539     7     7
 3540     9     8
 3541     4     5
 3542     1     1
 3543     8     7
 3544     8     9
 3545     2     3
 3546     6     6
 3547    10    10
 3548     4     3
 3549     7     7
 3550     9     9
 3551     3     4
 3552    10    10
 3553     3     3
 3554     3     3
 3555     3     2
 3556     9     8
 3557     9     8
 3558     1     2
 3559     4     3
 3560     6     6
 3561     9     8
 3562     6     7
 3563     5     5
 3564     8     7
 3565     4     4
 3566     6     6
 3567     8     8
 3568     2     1
 3569     4     3
 3570     9     8
 3571     8     7
 3572     8     9
 3573     7     6
 3574     3     2
 3575     9    10
 3576     3     3
 3577     5     6
 3578     8     7
 3579     8     9
 3580     6     6
 3581     3     4
 3582     2     2
 3583     1     1
 3584     1     1
 3585     7     6
 3586     5     5
 3587     6     6
 3588    10     9
 3589     2     1
 3590    10     9
 3591     8     9
 3592     2     2
 3593     2     3
 3594     8     9
 3595     4     3
 3596     6     6
 3597     7     7
 3598     2     1
 3599     4     5
 3600     9     9
 3601     9    10
 3602     4     4
 3603     4     4
 3604     6     7
 3605     4     3
 3606     2     1
 3607     1     1
 3608     7     6
 3609     6     7
 3610    11    10
 3611     9     8
 3612     2     1
 3613     9     9
 3614     7     8
 3615     6     7
 3616     6     7
 3617     4     4
 3618     1     2
 3619     5     4
 3620     1     1
 3621     8     9
 3622     5     5
 3623    10    10
 3624     6     5
 3625     9     9
 3626     4     4
 3627     6     7
 3628     1     1
 3629     8     8
 3630    11    10
 3631     8     9
 3632     7     6
 3633     1     2
 3634     3     2
 3635     4     5
 3636     4     5
 3637     4     3
 3638     1     1
 3639     7     8
 3640     9     9
 3641     3     2
 3642     1     2
 3643     6     6
 3644     9    10
 3645     7     6
 3646     1     1
 3647     1     1
 3648     1     2
 3649     6     6
 3650     1     1
 3651     5     6
 3652     3     4
 3653     3     3
 3654     5     4
 3655     9    10
 3656     7     6
 3657     3     4
 3658     5     6
 3659    11    10
 3660     8     9
 3661     1     1
 3662     9     8
 3663     1     1
 3664     4     4
 3665     6     5
 3666     1     2
 3667     2     3
 3668     4     4
 3669     2     2
 3670     8     7
 3671    10     9
 3672     6     6
 3673     4     5
 3674     1     1
 3675    10     9
 3676     6     5
 3677     4     4
 3678     2     2
 3679     5     5
 3680     9    10
 3681     4     3
 3682    11    10
 3683     5     5
 3684     9    10
 3685     5     6
 3686     3     2
 3687    10    10
 3688     5     4
 3689     3     3
 3690     1     1
 3691     7     6
 3692     2     2
 3693     8     7
 3694     5     4
 3695    11    10
 3696     2     3
 3697     9    10
 3698     4     3
 3699     1     2
 3700     8     9
 3701     8     7
 3702     7     6
 3703     3     4
 3704     5     4
 3705     8     8
 3706     6     6
 3707    11    10
 3708    10    10
 3709     9    10
 3710     1     1
 3711     1     2
 3712     7     8
 3713     2     1
 3714     3     2
 3715     1     1
 3716    10    10
 3717     8     8
 3718     5     4
 3719     3     3
 3720     6     6
 3721     8     7
 3722     4     3
 3723     6     5
 3724     4     5
 3725     3     2
 3726     8     8
 3727     7     7
 3728    10     9
 3729     5     5
 3730    11    10
 3731     4     5
 3732     2     2
 3733     9     9
 3734     1     1
 3735     8     9
 3736    11    10
 3737     2     1
 3738     2     2
 3739     2     2
 3740     3     2
 3741    10     9
 3742     6     7
 3743     8     8
 3744     9     8
 3745     2     1
 3746     6     6
 3747     8     8
 3748     5     5
 3749     5     4
 3750     7     8
 3751     6     7
 3752    11    10
 3753     4     3
 3754     3     4
 3755     9    10
 3756     1     1
 3757     2     1
 3758     2     3
 3759     2     2
 3760     3     2
 3761     2     1
 3762     3     3
 3763     2     2
 3764     9     8
 3765     3     3
 3766     4     5
 3767     2     1
 3768     6     7
 3769     6     7
 3770     7     7
 3771     2     2
 3772     6     7
 3773    10     9
 3774     6     7
 3775     4     5
 3776     1     1
 3777     9    10
 3778     6     7
 3779     6     7
 3780     5     5
 3781     1     1
 3782     1     1
 3783     2     3
 3784     4     3
 3785     7     6
 3786     1     1
 3787    10    10
 3788     4     4
 3789     6     7
 3790     5     6
 3791    10    10
 3792    10    10
 3793     1     2
 3794     6     7
 3795     6     7
 3796     8     8
 3797    10    10
 3798     4     4
 3799     3     3
 3800     9    10
 3801     2     1
 3802     2     3
 3803     8     9
 3804     3     2
 3805     2     1
 3806     9     9
 3807     8     8
 3808     7     6
 3809    10    10
 3810     7     7
 3811     1     1
 3812     6     5
 3813     5     4
 3814     5     6
 3815     9     8
 3816     3     4
 3817    10    10
 3818     5     5
 3819     5     6
 3820     9    10
 3821     3     4
 3822     9    10
 3823     2     1
 3824    10    10
 3825     9    10
 3826     8     9
 3827     8     8
 3828     9     8
 3829    10    10
 3830     9     8
 3831     5     5
 3832     1     1
 3833     8     7
 3834     1     2
 3835     6     7
 3836    10     9
 3837     6     6
 3838     9     8
 3839     8     8
 3840     8     7
 3841     4     4
 3842     1     1
 3843     4     5
 3844     3     4
 3845     9    10
 3846     1     1
 3847     8     9
 3848     8     9
 3849     1     1
 3850    11    10
 3851     2     1
 3852     9     9
 3853     3     3
 3854     8     8
 3855     3     2
 3856     1     1
 3857    10     9
 3858     2     3
 3859     3     2
 3860     6     7
 3861     3     3
 3862     1     1
 3863     5     4
 3864     4     4
 3865     4     4
 3866     3     4
 3867     4     3
 3868     4     3
 3869     3     2
 3870     2     1
 3871     3     2
 3872     2     1
 3873     7     7
 3874     1     2
 3875     5     4
 3876     4     5
 3877     7     7
 3878     1     1
 3879     8     9
 3880     2     3
 3881     3     2
 3882     5     5
 3883     6     7
 3884     1     1
 3885    10     9
 3886    10    10
 3887     8     7
 3888     1     1
 3889     5     6
 3890    11    10
 3891     9     8
 3892     4     4
 3893     9     8
 3894    10    10
 3895     1     1
 3896     4     4
 3897     8     9
 3898     6     7
 3899     5     4
 3900     3     4
 3901     7     6
 3902     7     6
 3903     6     5
 3904     5     5
 3905     7     8
 3906     5     6
 3907     4     3
 3908     2     2
 3909     6     6
 3910     9     9
 3911     3     4
 3912     2     1
 3913     9     9
 3914     8     9
 3915     4     3
 3916    10    10
 3917    10     9
 3918     2     2
 3919     7     6
 3920     4     3
 3921    11    10
 3922     6     5
 3923     9     9
 3924     9    10
 3925     2     3
 3926     2     1
 3927     3     3
 3928     6     7
 3929     4     3
 3930     6     6
 3931     5     5
 3932     1     2
 3933     1     1
 3934     8     8
 3935     4     5
 3936     8     9
 3937     3     3
 3938     5     5
 3939     8     8
 3940     9     8
 3941     5     6
 3942     3     3
 3943     4     5
 3944     6     6
 3945     7     8
 3946     8     9
 3947     2     2
 3948     4     3
 3949     1     2
 3950     2     2
 3951     6     5
 3952     3     4
 3953     3     4
 3954     1     1
 3955     1     2
 3956     3     2
 3957     6     5
 3958     4     3
 3959     8     8
 3960     3     4
 3961     8     7
 3962     1     1
 3963     8     8
 3964     6     7
 3965     5     4
 3966     9     8
 3967     1     1
 3968     9     8
 3969     7     7
 3970     9    10
 3971     6     7
 3972    11    10
 3973     8     9
 3974     9     8
 3975     1     1
 3976     9     9
 3977     5     4
 3978     4     3
 3979     5     5
 3980     2     2
 3981     5     4
 3982     6     7
 3983     7     6
 3984     2     1
 3985     4     5
 3986     2     1
 3987     7     6
 3988    10    10
 3989     9     8
 3990     1     1
 3991     8     7
 3992     4     5
 3993     7     7
 3994     5     6
 3995     1     2
 3996     2     3
 3997     4     4
 3998     5     5
 3999    11    10
 4000     2     1
 4001     7     7
 4002     8     7
 4003     3     2
 4004    10     9
 4005     7     8
 4006     7     7
 4007    10    10
 4008     5     6
 4009     3     2
 4010    10    10
 4011     6     5
 4012     8     8
 4013     9    10
 4014     4     3
 4015     7     8
 4016     9    10
 4017     8     7
 4018     4     5
 4019     6     5
 4020     6     5
 4021     4     4
 4022     6     7
 4023     9     9
 4024     9    10
 4025     9    10
 4026     4     4
 4027     4     4
 4028     7     7
 4029     3     3
 4030     3     4
 4031     4     5
 4032     1     1
 4033     9     9
 4034     8     8
 4035     6     6
 4036    11    10
 4037     3     4
 4038     8     9
 4039     4     5
 4040     3     2
 4041     2     2
 4042     6     7
 4043     3     2
 4044     9    10
 4045    10     9
 4046     4     3
 4047     6     7
 4048     3     4
 4049     4     3
 4050     7     6
 4051     2     3
 4052     9    10
 4053     4     4
 4054     4     4
 4055     1     1
 4056     5     4
 4057     4     5
 4058     4     5
 4059     6     6
 4060    10     9
 4061     6     6
 4062     2     3
 4063     5     6
 4064     5     5
 4065     1     1
 4066     7     6
 4067     5     5
 4068     1     1
 4069     3     4
 4070     4     3
 4071     5     4
 4072     5     6
 4073     6     7
 4074     8     9
 4075     1     1
 4076    11    10
 4077    10     9
 4078     6     6
 4079     8     7
 4080     5     6
 4081     2     2
 4082     8     7
 4083     1     1
 4084     7     6
 4085     2     1
 4086     6     5
 4087    11    10
 4088     1     2
 4089    11    10
 4090     4     5
 4091     5     5
 4092     2     1
 4093    10    10
 4094     4     5
 4095     2     2
 4096     6     5
 4097     9     8
 4098     4     3
 4099     6     6
 4100    10    10
 4101     1     1
 4102     4     3
 4103     8     7
 4104     1     2
 4105     5     6
 4106     7     7
 4107     3     3
 4108     8     9
 4109    10     9
 4110     6     6
 4111     7     7
 4112     9     9
 4113     1     2
 4114     4     5
 4115     8     9
 4116     8     9
 4117     1     2
 4118     6     7
 4119     9    10
 4120     6     7
 4121     3     4
 4122     9    10
 4123     4     4
 4124     5     6
 4125     7     8
 4126     9     9
 4127     9    10
 4128     9    10
 4129     6     6
 4130     1     1
 4131     2     2
 4132     3     4
 4133     1     1
 4134     7     8
 4135     8     8
 4136     2     3
 4137     5     4
 4138     9     9
 4139     7     8
 4140     7     6
 4141    10    10
 4142     5     4
 4143     1     1
 4144     9    10
 4145     9    10
 4146    10    10
 4147     5     5
 4148     9     8
 4149    10    10
 4150     7     7
 4151     4     4
 4152     6     6
 4153     8     8
 4154     5     6
 4155     7     6
 4156     5     5
 4157     2     2
 4158     5     6
 4159     9     8
 4160     3     3
 4161    10     9
 4162     7     6
 4163     7     7
 4164     6     7
 4165     4     3
 4166     8     9
 4167     5     6
 4168    10    10
 4169     4     5
 4170     6     7
 4171     3     3
 4172     6     5
 4173    10     9
 4174     8     9
 4175     9     9
 4176     2     1
 4177     8     7
 4178     2     1
 4179     3     2
 4180     3     4
 4181     8     9
 4182     8     9
 4183     1     1
 4184     1     1
 4185     9     9
 4186    10    10
 4187     5     6
 4188     5     5
 4189    10     9
 4190     3     3
 4191     9    10
 4192     9     8
 4193    10    10
 4194     9     8
 4195     5     6
 4196     3     2
 4197     1     2
 4198     7     6
 4199     7     8
 4200    11    10
 4201     9     8
 4202     1     2
 4203     6     7
 4204     4     3
 4205     5     6
 4206     2     2
 4207     4     3
 4208     9     9
 4209    10    10
 4210     1     1
 4211     6     5
 4212     2     3
 4213     7     8
 4214     9    10
 4215     2     1
 4216     6     7
 4217     1     1
 4218     8     8
 4219     9     8
 4220     5     5
 4221     4     4
 4222     8     8
 4223     7     6
 4224     6     6
 4225     1     2
 4226     5     4
 4227     4     4
 4228    10     9
 4229     5     6
 4230     9     8
 4231     8     9
 4232     7     7
 4233     3     2
 4234     4     4
 4235    11    10
 4236     1     1
 4237     7     6
 4238     3     4
 4239     8     7
 4240     9     9
 4241     9    10
 4242     7     8
 4243    10    10
 4244     3     4
 4245     5     4
 4246     6     7
 4247     8     7
 4248     2     3
 4249     2     1
